candidate_id,Category,match_score,matching_skills,skill_gap
Candidate_606,BUSINESS-DEVELOPMENT,0.0189,"aws, communication, excel, git, r","agile, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2008,CONSTRUCTION,0.0189,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_181,DESIGNER,0.0189,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_34,HR,0.0189,"aws, excel, r","agile, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1919,ACCOUNTANT,0.0189,"aws, communication, r","agile, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1916,ACCOUNTANT,0.0189,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_501,ADVOCATE,0.0188,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1645,APPAREL,0.0187,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1007,SALES,0.0187,"communication, excel, git, r, sql","agile, aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_581,BUSINESS-DEVELOPMENT,0.0187,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1996,CONSTRUCTION,0.0187,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_973,BPO,0.0186,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2276,ARTS,0.0186,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1903,ACCOUNTANT,0.0186,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_28,HR,0.0186,"aws, communication, excel, r","agile, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2171,BANKING,0.0186,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1749,ENGINEERING,0.0186,"communication, excel, git, r","agile, aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_47,HR,0.0186,"excel, git, r","agile, aws, communication, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1886,ACCOUNTANT,0.0185,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_971,AGRICULTURE,0.0185,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1701,ENGINEERING,0.0185,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_859,FITNESS,0.0185,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_819,FITNESS,0.0185,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_396,TEACHER,0.0185,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1470,CHEF,0.0185,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2030,CONSTRUCTION,0.0185,"aws, communication, r","agile, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1070,SALES,0.0185,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1247,DIGITAL-MEDIA,0.0185,"aws, communication, r","agile, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_470,ADVOCATE,0.0185,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1821,ACCOUNTANT,0.0184,"aws, excel, r","agile, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1860,ACCOUNTANT,0.0184,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1585,FINANCE,0.0184,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_850,FITNESS,0.0184,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1301,DIGITAL-MEDIA,0.0184,"communication, git, r","agile, aws, data analysis, deep learning, excel, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_207,DESIGNER,0.0184,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_509,ADVOCATE,0.0184,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1466,CHEF,0.0184,"aws, communication, excel, r","agile, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1026,SALES,0.0183,"communication, excel, git, r","agile, aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_570,BUSINESS-DEVELOPMENT,0.0183,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1109,SALES,0.0183,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_3,HR,0.0183,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_637,BUSINESS-DEVELOPMENT,0.0183,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_964,AGRICULTURE,0.0183,"agile, communication, excel, git, r","aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1450,CHEF,0.0183,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2102,PUBLIC-RELATIONS,0.0182,"communication, excel, git, r","agile, aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1490,FINANCE,0.0182,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1981,CONSTRUCTION,0.0182,"communication, excel, git, r","agile, aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_602,BUSINESS-DEVELOPMENT,0.0182,"aws, communication, excel, r","agile, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1877,ACCOUNTANT,0.0182,"aws, communication, r","agile, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_817,FITNESS,0.0181,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_714,HEALTHCARE,0.0181,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_755,HEALTHCARE,0.0181,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2135,PUBLIC-RELATIONS,0.0181,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1805,ENGINEERING,0.0181,"data analysis, r","agile, aws, communication, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_107,HR,0.0181,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1311,DIGITAL-MEDIA,0.0181,"git, r","agile, aws, communication, data analysis, deep learning, excel, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1670,APPAREL,0.0181,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2009,CONSTRUCTION,0.0181,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1605,APPAREL,0.0181,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1389,CHEF,0.0181,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1510,FINANCE,0.018,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1491,FINANCE,0.018,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1787,ENGINEERING,0.018,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1338,AUTOMOBILE,0.018,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_326,INFORMATION-TECHNOLOGY,0.018,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2099,PUBLIC-RELATIONS,0.018,"communication, git, r","agile, aws, data analysis, deep learning, excel, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1231,DIGITAL-MEDIA,0.018,"git, r","agile, aws, communication, data analysis, deep learning, excel, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1495,FINANCE,0.0179,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_764,HEALTHCARE,0.0179,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_26,HR,0.0179,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2061,PUBLIC-RELATIONS,0.0179,"communication, excel, git, r","agile, aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2227,BANKING,0.0179,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1596,APPAREL,0.0178,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1682,APPAREL,0.0178,"communication, excel, git, r","agile, aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_425,TEACHER,0.0178,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1427,CHEF,0.0178,"aws, r","agile, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2453,AVIATION,0.0177,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2010,CONSTRUCTION,0.0177,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_253,INFORMATION-TECHNOLOGY,0.0177,"excel, r, sql","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_1393,CHEF,0.0177,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2053,PUBLIC-RELATIONS,0.0177,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_468,ADVOCATE,0.0177,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_838,FITNESS,0.0177,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1867,ACCOUNTANT,0.0176,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1271,DIGITAL-MEDIA,0.0176,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_695,HEALTHCARE,0.0176,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_741,HEALTHCARE,0.0176,"aws, communication, excel, git, r","agile, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_626,BUSINESS-DEVELOPMENT,0.0176,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1865,ACCOUNTANT,0.0175,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1032,SALES,0.0175,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_261,INFORMATION-TECHNOLOGY,0.0175,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2320,ARTS,0.0175,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1385,CHEF,0.0175,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2428,AVIATION,0.0175,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2468,AVIATION,0.0175,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1150,CONSULTANT,0.0174,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_639,BUSINESS-DEVELOPMENT,0.0174,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_504,ADVOCATE,0.0174,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1161,CONSULTANT,0.0174,"communication, git, r","agile, aws, data analysis, deep learning, excel, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1737,ENGINEERING,0.0174,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1876,ACCOUNTANT,0.0173,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2321,ARTS,0.0173,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_981,BPO,0.0173,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_560,BUSINESS-DEVELOPMENT,0.0173,"aws, r","agile, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2213,BANKING,0.0173,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1655,APPAREL,0.0173,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_777,HEALTHCARE,0.0173,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2168,BANKING,0.0172,"aws, communication, excel, r","agile, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1424,CHEF,0.0172,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2207,BANKING,0.0172,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_866,FITNESS,0.0172,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_736,HEALTHCARE,0.0172,"git, r","agile, aws, communication, data analysis, deep learning, excel, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1225,CONSULTANT,0.0171,"communication, excel, git, r","agile, aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_150,DESIGNER,0.0171,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1664,APPAREL,0.0171,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1286,DIGITAL-MEDIA,0.0171,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2056,PUBLIC-RELATIONS,0.0171,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1971,CONSTRUCTION,0.0171,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_832,FITNESS,0.0171,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_772,HEALTHCARE,0.0171,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2106,PUBLIC-RELATIONS,0.0171,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1465,CHEF,0.017,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1347,AUTOMOBILE,0.017,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1187,CONSULTANT,0.017,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2006,CONSTRUCTION,0.017,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1367,CHEF,0.017,"aws, communication, excel, r","agile, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1843,ACCOUNTANT,0.017,"aws, excel, r","agile, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2151,BANKING,0.017,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_69,HR,0.017,"aws, communication, r","agile, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_697,HEALTHCARE,0.017,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_710,HEALTHCARE,0.017,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_280,INFORMATION-TECHNOLOGY,0.0169,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2357,ARTS,0.0169,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_491,ADVOCATE,0.0169,"aws, communication, r","agile, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1984,CONSTRUCTION,0.0169,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_550,ADVOCATE,0.0169,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_198,DESIGNER,0.0168,"communication, git, r","agile, aws, data analysis, deep learning, excel, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_997,SALES,0.0168,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2173,BANKING,0.0168,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
